,Film,Eigenvector Centrality,Country,tconst,Year
24194,My Soul to Take (2010),1.3758125182468862e-31,USA,tt0872230,2010
24195,My Stepbrother Is a Vampire!?! (2013),1.3758125182468862e-31,USA,tt2816800,2013
24196,My Suicide (2009),1.3758125182468862e-31,USA,tt0492896,2009
24197,My Teacher's Wife (1999),1.3758125182468862e-31,USA,tt0112444,1999
24198,My Trip Back to the Dark Side (2014),1.3758125182468862e-31,USA,tt1810710,2014
24199,My Little Pony: The Movie (2017),1.3758125182468862e-31,USA,tt4131800,2017
24200,My Little Pony: Equestria Girls - Legend of Everfree (2016),1.3758125182468862e-31,USA,tt5474644,2016
24201,My Little Eye (2002),1.3758125182468862e-31,USA,tt0280969,2002
24202,My Favorite Spy (1951),1.3758125182468862e-31,USA,tt0043827,1951
24203,My Boyfriend's Back (1993),1.3758125182468862e-31,USA,tt0107626,1993
24204,My Brother's Light (2002),1.3758125182468862e-31,USA,tt0319899,2002
24205,My Date with Drew (2004),1.3758125182468862e-31,USA,tt0378407,2004
24206,My Dear Miss Aldrich (1937),1.3758125182468862e-31,USA,tt0029283,1937
24207,My Dinner with Jimi (2003),1.3758125182468862e-31,USA,tt0277171,2003
24208,My Dog Skip (2000),1.3758125182468862e-31,USA,tt0156812,2000
24209,My Erotic Fantasies (1976),1.3758125182468862e-31,USA,tt0195932,1976
24210,My Family Treasure (1993),1.3758125182468862e-31,USA,tt0107628,1993
24211,My Father the Hero (1994),1.3758125182468862e-31,USA,tt0110612,1994
24212,My Favorite Wife (1929),1.3758125182468862e-31,USA,tt0020195,1929
24213,My Life in Ruins (2009),1.3758125182468862e-31,USA,tt0865559,2009
24214,My First Mister (2001),1.3758125182468862e-31,USA,tt0206963,2001
24215,My Friend Paul (1999),1.3758125182468862e-31,USA,tt0183548,1999
24216,My Friend Rockefeller (2015),1.3758125182468862e-31,USA,tt4465220,2015
24217,My Friend Violet (2015),1.3758125182468862e-31,USA,tt5121612,2015
24218,My Geisha (1962),1.3758125182468862e-31,USA,tt0056267,1962
24219,My Generation (2000),1.3758125182468862e-31,USA,tt0238435,2000
24220,My Girlfriend's Boyfriend (2010),1.3758125182468862e-31,USA,tt1447793,2010
24221,"My Husband, the Producer (1974)",1.3758125182468862e-31,USA,tt0276345,1974
24222,My Life Directed by Nicolas Winding Refn (2014),1.3758125182468862e-31,USA,tt4029998,2014
24223,Part-Time Ninja (2014),1.3758125182468862e-31,USA,tt3949528,2014
24224,Partners in Crime (1937),1.3758125182468862e-31,USA,tt0029380,1937
24225,Mibôjin ryokan 3: Okami no nureta shigemi (2001),1.3758125182468862e-31,Japan,tt4481500,2001
24226,Ringers: Lord of the Fans (2005),1.3758125182468862e-31,USA,tt0379473,2005
24227,Rings (2017),1.3758125182468862e-31,USA,tt0498381,2017
24228,Rinne (2005),1.3758125182468862e-31,Japan,tt0456630,2005
24229,Rio 2 (2014),1.3758125182468862e-31,USA,tt2357291,2014
24230,Rio Grande Ranger (1936),1.3758125182468862e-31,USA,tt0029489,1936
24231,"Rio, Eu Te Amo (2014)",1.3758125182468862e-31,USA,tt1456606,2014
24232,Riot on 42nd St. (1987),1.3758125182468862e-31,USA,tt0093865,1987
24233,Rise of the Guardians (2012),1.3758125182468862e-31,USA,tt1446192,2012
24234,Rising Son: The Legend of Skateboarder Christian Hosoi (2006),1.3758125182468862e-31,USA,tt0782079,2006
24235,Risky Business (1939),1.3758125182468862e-31,USA,tt0031865,1939
24236,Risque Business (1989),1.3758125182468862e-31,USA,tt0147248,1989
24237,Rites of Passage (1999),1.3758125182468862e-31,USA,tt3621364,1999
24238,Ritual (2002),1.3758125182468862e-31,USA,tt0289768,2002
24239,Rituals of Submission 2 (1997),1.3758125182468862e-31,USA,tt0160771,1997
24240,Ritânâ (2002),1.3758125182468862e-31,Japan,tt0339579,2002
24241,River of Dread (2005),1.3758125182468862e-31,USA,tt1815904,2005
24242,River of Grass (1994),1.3758125182468862e-31,USA,tt0110998,1994
24243,Road Ends (1997),1.3758125182468862e-31,USA,tt0120024,1997
24244,Road Kill (1999),1.3758125182468862e-31,USA,tt0182391,1999
24245,Road Lawyers and Other Briefs (1990),1.3758125182468862e-31,USA,tt0245392,1990
24246,Road Movie (1974),1.3758125182468862e-31,USA,tt0072089,1974
24247,Road Wars (2015),1.3758125182468862e-31,USA,tt4530832,2015
24248,Ringmaster (1998),1.3758125182468862e-31,USA,tt0165494,1998
24249,Ring of Steel (1994),1.3758125182468862e-31,USA,tt0110991,1994
24250,Rosewater (2014),1.3758125182468862e-31,USA,tt2752688,2014
24251,Ring of Desire (1981),1.3758125182468862e-31,USA,tt0127249,1981
24252,Ride the Hot Wind (1971),1.3758125182468862e-31,USA,tt0362089,1971
24253,Riders of Black River (1939),1.3758125182468862e-31,USA,tt0031859,1939
24254,Riders of the Dawn (1945),1.3758125182468862e-31,USA,tt0163182,1945
24255,Riders of the Frontier (1939),1.3758125182468862e-31,USA,tt0031860,1939
24256,Riders of the Northwest Mounted (1943),1.3758125182468862e-31,USA,tt0166777,1943
24257,Riders of the Rio Grande (1943),1.3758125182468862e-31,USA,tt0036312,1943
24258,Riders of the Sage (1939),1.3758125182468862e-31,USA,tt0031861,1939
24259,Ridin' Down the Trail (1947),1.3758125182468862e-31,USA,tt0039770,1947
24260,Riding High (1950),1.3758125182468862e-31,USA,tt0042893,1950
24261,Riding Miss Daisy (1990),1.3758125182468862e-31,USA,tt0147236,1990
24262,Riding the 9 (2003),1.3758125182468862e-31,USA,tt0769543,2003
24263,Riding the Bullet (2004),1.3758125182468862e-31,USA,tt0355954,2004
24264,Riding the Rails (1997),1.3758125182468862e-31,USA,tt0120017,1997
24265,Riding with Buffalo Bill (1954),1.3758125182468862e-31,USA,tt0047414,1954
24266,RiffTrax Live: Anaconda (2014),1.3758125182468862e-31,USA,tt3958790,2014
24267,RiffTrax Live: Night of the Shorts IV - SF Sketchfest 2016 (2016),1.3758125182468862e-31,USA,tt6740544,2016
24268,RiffTrax Live: Night of the Shorts SF Sketchfest 2013 (2013),1.3758125182468862e-31,USA,tt3154342,2013
24269,RiffTrax Live: Santa Claus Conquers the Martians (2013),1.3758125182468862e-31,USA,tt3361874,2013
24270,RiffTrax: Swing Parade (2007),1.3758125182468862e-31,USA,tt6379666,2007
24271,Righteous Kill (2008),1.3758125182468862e-31,USA,tt1034331,2008
24272,Rikugun Nakano gakkô: Kaisen zen'ya (1968),1.3758125182468862e-31,Japan,tt0294876,1968
24273,Road to Hell (2008),1.3758125182468862e-31,USA,tt1253859,2008
24274,Road to Paradise (1930),1.3758125182468862e-31,USA,tt0021304,1930
24275,Roadside Romeo (2008),1.3758125182468862e-31,USA,tt1050739,2008
24276,Robbing Peter (2004),1.3758125182468862e-31,USA,tt0397613,2004
24277,Roller Blade Seven: The Unseen Scenes (2012),1.3758125182468862e-31,USA,tt2388222,2012
24278,Rollerbabies (1976),1.3758125182468862e-31,USA,tt0127764,1976
24279,Rolling Kansas (2003),1.3758125182468862e-31,USA,tt0304638,2003
24280,Roman (2006),1.3758125182468862e-31,USA,tt0454932,2006
24281,Roman Citizen (2015),1.3758125182468862e-31,USA,tt4011008,2015
24282,Roman Polanski: Odd Man Out (2012),1.3758125182468862e-31,USA,tt2397549,2012
24283,Romance & Cigarettes (2005),1.3758125182468862e-31,USA,tt0368222,2005
24284,Romance (1930),1.3758125182468862e-31,USA,tt0021310,1930
24285,Romance Gray (1979),1.3758125182468862e-31,South Korea,tt0384479,1979
24286,Romance in Manhattan (1935),1.3758125182468862e-31,USA,tt0025731,1935
24287,Romances of the Republics (2015),1.3758125182468862e-31,USA,tt4947422,2015
24288,Romansu musume (1956),1.3758125182468862e-31,Japan,tt0301780,1956
24289,Rookies in Burma (1943),1.3758125182468862e-31,USA,tt0036317,1943
24290,Room 13 Part 2 (2012),1.3758125182468862e-31,USA,tt2156588,2012
24291,Room for One More (1952),1.3758125182468862e-31,USA,tt0045102,1952
24292,Roommates (2007),1.3758125182468862e-31,USA,tt7788946,2007
24293,Roots of Evil (1992),1.3758125182468862e-31,USA,tt0102806,1992
24294,Roppongi no yoru: aishite aishite (1963),1.3758125182468862e-31,Japan,tt0203283,1963
24295,Rose of the Rancho (1936),1.3758125182468862e-31,USA,tt0028208,1936
24296,Rosebud (1972),1.3758125182468862e-31,USA,tt0130225,1972
24297,Rosebud (1975),1.3758125182468862e-31,USA,tt0130225,1975
24298,Rokudenashi (1960),1.3758125182468862e-31,Japan,tt10219536,1960
24299,Rok spokojnego slonca (1984),1.3758125182468862e-31,USA,tt0088009,1984
24300,Rogues Gallery (2010),1.3758125182468862e-31,USA,tt1268987,2010
24301,Rock Soup (1991),1.3758125182468862e-31,USA,tt0105269,1991
24302,Robo Vampire (1988),1.3758125182468862e-31,"Hong Kong,USA",tt0121694,1988
24303,Robô no ishi (1964),1.3758125182468862e-31,Japan,tt5340886,1964
24304,Robodoc (2009),1.3758125182468862e-31,USA,tt0893367,2009
24305,Robot & Frank (2012),1.3758125182468862e-31,USA,tt1990314,2012
24306,Robot Taekwon V 3tan! Sujung teukgongdae (1977),1.3758125182468862e-31,South Korea,tt1865490,1977
24307,Robotech: The Shadow Chronicles (2006),1.3758125182468862e-31,USA,tt0443771,2006
24308,Rock 'n' Roll High School Forever (1991),1.3758125182468862e-31,USA,tt0100504,1991
24309,Rock 'n' Roll Space Patrol Action Is Go! (2005),1.3758125182468862e-31,USA,tt0762129,2005
24310,Rock Hudson's Home Movies (1992),1.3758125182468862e-31,USA,tt0105268,1992
24311,Rock the Kasbah (2015),1.3758125182468862e-31,USA,tt3164256,2015
24312,Rogue One (2016),1.3758125182468862e-31,USA,tt3748528,2016
24313,Rock-A-Die Baby (1989),1.3758125182468862e-31,USA,tt0171700,1989
24314,Rock-a-Bye Baby (1958),1.3758125182468862e-31,USA,tt0052141,1958
24315,Rockabilly Zombie Weekend (2013),1.3758125182468862e-31,USA,tt2279241,2013
24316,Rocket Gibraltar (1988),1.3758125182468862e-31,USA,tt0096003,1988
24317,Rocket Science (2007),1.3758125182468862e-31,USA,tt0477078,2007
24318,RocknRolla (2008),1.3758125182468862e-31,USA,tt1032755,2008
24319,Rockula (1990),1.3758125182468862e-31,USA,tt0100506,1990
24320,Rocky Mountain (1950),1.3758125182468862e-31,USA,tt0042899,1950
24321,Rogue Assassin (2012),1.3758125182468862e-31,USA,tt2124901,2012
24322,"Ride Him, Cowboy (1932)",1.3758125182468862e-31,USA,tt0023396,1932
24323,Ride Along 2 (2016),1.3758125182468862e-31,USA,tt2869728,2016
24324,Ride (1998),1.3758125182468862e-31,USA,tt0268575,1998
24325,Resident Alien (1990),1.3758125182468862e-31,USA,tt0102777,1990
24326,Remember Last Night? (1935),1.3758125182468862e-31,USA,tt0026921,1935
24327,Remember Me (2010),1.3758125182468862e-31,USA,tt1403981,2010
24328,Remember Pearl Harbor (1942),1.3758125182468862e-31,USA,tt0035249,1942
24329,Remembering the Monster Kid : A Tribute to Stan Winston (2014),1.3758125182468862e-31,USA,tt3972838,2014
24330,Ren rou tian fu luo (1993),1.3758125182468862e-31,Hong Kong,tt0107946,1993
24331,Ren xiao yao (2002),1.3758125182468862e-31,"China,Japan,South Korea",tt0318025,2002
24332,Ren yue li hun hou (2011),1.3758125182468862e-31,Hong Kong,tt1964887,2011
24333,Ren zhe da jue dou (1987),1.3758125182468862e-31,Taiwan,tt0199828,1987
24334,Renaldo and Clara (1978),1.3758125182468862e-31,USA,tt0078151,1978
24335,Renegade Girl (1946),1.3758125182468862e-31,USA,tt0038877,1946
24336,Reno 911!: Miami (2007),1.3758125182468862e-31,USA,tt0499554,2007
24337,Reno: Rebel Without a Pause (2002),1.3758125182468862e-31,USA,tt0334231,2002
24338,Renée (2011),1.3758125182468862e-31,USA,tt1869648,2011
24339,Repeat Performance (1947),1.3758125182468862e-31,USA,tt0039761,1947
24340,Replay (2003),1.3758125182468862e-31,USA,tt0341546,2003
24341,Repli-Kate (2002),1.3758125182468862e-31,USA,tt0260320,2002
24342,Repo Chick (2009),1.3758125182468862e-31,USA,tt1379734,2009
24343,Repo Jake (1990),1.3758125182468862e-31,USA,tt0340312,1990
24344,Repo Men (2010),1.3758125182468862e-31,USA,tt1053424,2010
24345,Report from Hollywood (1982),1.3758125182468862e-31,USA,tt0289420,1982
24346,Report to the Commissioner (1975),1.3758125182468862e-31,USA,tt0073620,1975
24347,Religulous (2008),1.3758125182468862e-31,USA,tt0815241,2008
24348,Relentless (1989),1.3758125182468862e-31,USA,tt0098184,1989
24349,Relax... It's Just Sex (1998),1.3758125182468862e-31,USA,tt0159696,1998
24350,Reel Horror (1985),1.3758125182468862e-31,USA,tt0089894,1985
24351,Red Sundown (1956),1.3758125182468862e-31,USA,tt0049667,1956
24352,Red Trousers: The Life of the Hong Kong Stuntmen (2003),1.3758125182468862e-31,"Hong Kong,USA",tt0360921,2003
24353,Red Velvet (1989),1.3758125182468862e-31,USA,tt0146213,1989
24354,Red White Black & Blue (2006),1.3758125182468862e-31,USA,tt0469169,2006
24355,"Red, White and Blue (1971)",1.3758125182468862e-31,USA,tt0067660,1971
24356,Redbelt (2008),1.3758125182468862e-31,USA,tt1012804,2008
24357,Redboy 13 (1997),1.3758125182468862e-31,USA,tt0123237,1997
24358,Redline (2007),1.3758125182468862e-31,USA,tt1483797,2007
24359,Redneck Superheros: The Movie (2011),1.3758125182468862e-31,USA,tt2106612,2011
24360,Reel Paradise (2005),1.3758125182468862e-31,USA,tt0405271,2005
24361,Rekishi: Dai ni-bu - Shôdo kensetsu; Dai san-bu: Reimei Nippon (1940),1.3758125182468862e-31,Japan,tt1164638,1940
24362,Refinements in Love (1971),1.3758125182468862e-31,USA,tt0127229,1971
24363,Reflection of the Soul (2013),1.3758125182468862e-31,USA,tt3257880,2013
24364,Reflections of Evil (2002),1.3758125182468862e-31,USA,tt0350044,2002
24365,Reflections on Titanic (2012),1.3758125182468862e-31,USA,tt3020814,2012
24366,Regenerated Man (1994),1.3758125182468862e-31,USA,tt0110960,1994
24367,Reichsführer-SS (2015),1.3758125182468862e-31,USA,tt3995140,2015
24368,Reign Over Me (2007),1.3758125182468862e-31,USA,tt0490204,2007
24369,Reipu zonbi: Lust of the dead - arata naru zetsubô (2014),1.3758125182468862e-31,Japan,tt3721554,2014
24370,Rejected by Vultures (1999),1.3758125182468862e-31,USA,tt0138740,1999
24371,Reservation Road (2007),1.3758125182468862e-31,USA,tt0831884,2007
24372,Resident Evil: Vendetta (2017),1.3758125182468862e-31,Japan,tt5776208,2017
24373,Riddle (2013),1.3758125182468862e-31,USA,tt1648208,2013
24374,Resting Places (2007),1.3758125182468862e-31,USA,tt0981340,2007
24375,Revenge of the Electric Car (2011),1.3758125182468862e-31,USA,tt1413496,2011
24376,Revenge of the Stolen Stars (1986),1.3758125182468862e-31,USA,tt0089911,1986
24377,Revenge of the Virgins (1959),1.3758125182468862e-31,USA,tt0178864,1959
24378,Revenge of the Zombies (1943),1.3758125182468862e-31,USA,tt0036307,1943
24379,Revolution #9 (2001),1.3758125182468862e-31,USA,tt0253586,2001
24380,Revolution OS (2001),1.3758125182468862e-31,USA,tt0308808,2001
24381,Revolutions (2011),1.3758125182468862e-31,USA,tt2888500,2011
24382,Revolver (2016),1.3758125182468862e-31,USA,tt11059722,2016
24383,Rewind This! (2013),1.3758125182468862e-31,USA,tt2395970,2013
24384,Reynolds City (2005),1.3758125182468862e-31,USA,tt2149115,2005
24385,Rhyme and Punishment (2011),1.3758125182468862e-31,USA,tt1311713,2011
24386,Rhythm & Blues (2000),1.3758125182468862e-31,USA,tt0178866,2000
24387,Riaru onigokko (2015),1.3758125182468862e-31,Japan,tt4439120,2015
24388,Rich Kids (1979),1.3758125182468862e-31,USA,tt0079806,1979
24389,Rich Mullins: A Ragamuffin's Legacy (2014),1.3758125182468862e-31,USA,tt2975856,2014
24390,Rich in Love (1992),1.3758125182468862e-31,USA,tt0105256,1992
24391,Richard Pryor: Omit the Logic (2013),1.3758125182468862e-31,USA,tt2401223,2013
24392,Richard the Lion-Hearted (1923),1.3758125182468862e-31,USA,tt0014408,1923
24393,Rick (2003),1.3758125182468862e-31,USA,tt0363029,2003
24394,Ricki and the Flash (2015),1.3758125182468862e-31,USA,tt3623726,2015
24395,Rickover: The Birth of Nuclear Power (2014),1.3758125182468862e-31,USA,tt3717180,2014
24396,Revenge of the Bimbot Zombie Killers (2014),1.3758125182468862e-31,USA,tt1309187,2014
24397,Revenge of the Babes (1986),1.3758125182468862e-31,USA,tt0190707,1986
24398,Revenge of Dmentia (2011),1.3758125182468862e-31,USA,tt1927120,2011
24399,Return to Babylon (2013),1.3758125182468862e-31,USA,tt0255820,2013
24400,Results (2015),1.3758125182468862e-31,USA,tt3824412,2015
24401,Resurrection (1999),1.3758125182468862e-31,USA,tt0142804,1999
24402,Retroactive (1997),1.3758125182468862e-31,USA,tt0117468,1997
24403,Return Fire (1988),1.3758125182468862e-31,USA,tt0310064,1988
24404,Return from Witch Mountain (1978),1.3758125182468862e-31,USA,tt0078158,1978
24405,Return of the Ape Man (1944),1.3758125182468862e-31,USA,tt0037217,1944
24406,Return of the Ghostbusters (2007),1.3758125182468862e-31,USA,tt1230164,2007
24407,Return of the Killer Shrews (2012),1.3758125182468862e-31,USA,tt1832447,2012
24408,Return of the Terror (1934),1.3758125182468862e-31,USA,tt0025714,1934
24409,Return to Innocence (2001),1.3758125182468862e-31,USA,tt0288192,2001
24410,Revenge of Bath Salts a Manson Musical (2015),1.3758125182468862e-31,USA,tt4248372,2015
24411,Return to Macon County (1975),1.3758125182468862e-31,USA,tt0073624,1975
24412,Return to Oz: The Joy That Got Away (2007),1.3758125182468862e-31,USA,tt1525424,2007
24413,Return to Peyton Place (1961),1.3758125182468862e-31,USA,tt0055370,1961
24414,Return to Return to Nuke 'Em High Aka Vol. 2 (2017),1.3758125182468862e-31,USA,tt3039472,2017
24415,Return to Two Moon Junction (1995),1.3758125182468862e-31,USA,tt0110979,1995
24416,Return to Witch Graveyard (2014),1.3758125182468862e-31,USA,tt3813422,2014
24417,Revelation (1924),1.3758125182468862e-31,USA,tt0015272,1924
24418,Revelation (1999),1.3758125182468862e-31,USA,tt0353946,1999
24419,Revenge Is My Destiny (1971),1.3758125182468862e-31,USA,tt0067674,1971
24420,Rosencrantz and Guildenstern Are Undead (2009),1.3758125182468862e-31,USA,tt1122775,2009
24421,Rough Night (2017),1.3758125182468862e-31,USA,tt4799050,2017
24422,Red Shadow: Akakage (2001),1.3758125182468862e-31,Japan,tt0294280,2001
24423,Sasquatch: The Legend of Bigfoot (1976),1.3758125182468862e-31,USA,tt0078203,1976
24424,Satan's Cannibal Holocaust (2007),1.3758125182468862e-31,USA,tt0852996,2007
24425,Satan's Little Helper (2004),1.3758125182468862e-31,USA,tt0380687,2004
24426,Satan's Playground (2006),1.3758125182468862e-31,USA,tt0331334,2006
24427,Satisfaction (1974),1.3758125182468862e-31,USA,tt0147342,1974
24428,Satsujin Douga Site 2 (2010),1.3758125182468862e-31,Japan,tt2807492,2010
24429,Satsujinki: Kumo-otoko (1958),1.3758125182468862e-31,Japan,tt0230433,1958
24430,Satsuma-bikyaku: Kenkô aiyoku-hen (1933),1.3758125182468862e-31,Japan,tt1226315,1933
24431,Saturday Night Beaver (1986),1.3758125182468862e-31,USA,tt0147343,1986
24432,Saturday the 14th Strikes Back (1988),1.3758125182468862e-31,USA,tt0096039,1988
24433,Saturn (1999),1.3758125182468862e-31,USA,tt0165461,1999
24434,Sausage Party (2016),1.3758125182468862e-31,USA,tt1700841,2016
24435,Savage Intruder (1970),1.3758125182468862e-31,USA,tt0063552,1970
24436,Savage Sam (1963),1.3758125182468862e-31,USA,tt0057473,1963
24437,Savaged (2013),1.3758125182468862e-31,USA,tt2378453,2013
24438,Save the Forest (2005),1.3758125182468862e-31,USA,tt0806173,2005
24439,Saving 'Star Wars' (2004),1.3758125182468862e-31,USA,tt0387563,2004
24440,Saving Shiloh (2006),1.3758125182468862e-31,USA,tt0472175,2006
24441,Saw 3D (2010),1.3758125182468862e-31,USA,tt1477076,2010
24442,Say It Isn't So (2001),1.3758125182468862e-31,USA,tt0239949,2001
24443,Say Uncle (2005),1.3758125182468862e-31,USA,tt0401385,2005
24444,"Sayônara, ginga tetsudô Surî-Nain: Andromeda shûchakueki (1981)",1.3758125182468862e-31,"Japan,USA",tt0184881,1981
24445,Sat sau ji wong (1998),1.3758125182468862e-31,Hong Kong,tt0163818,1998
24446,Sasquatch Mountain (2006),1.3758125182468862e-31,USA,tt0486569,2006
24447,Rough Riders' Round-up (1939),1.3758125182468862e-31,USA,tt0031880,1939
24448,Sasquatch Assault (2009),1.3758125182468862e-31,USA,tt1251368,2009
24449,Sand Castle (2017),1.3758125182468862e-31,USA,tt2582576,2017
24450,Sand Sharks (2012),1.3758125182468862e-31,USA,tt1844770,2012
24451,Sandflow (1937),1.3758125182468862e-31,USA,tt0029512,1937
